updated,text,created,uri,guid,user,id,links.json,links.html,links.incontext
2018-12-30T00:20:06Z,"**Complete review in Indonesian language (Tinjauan lengkap dalam Bahasa Indonesia)

Catatan dari peninjau**

Saya memilih untuk meninjau makalah dari Indonesia, ditulis dalam Bahasa Indonesia oleh orang Indonesia untuk memperlihatkan kepada komunitas sains internasional keragaman ilmu, bahasa, konteks lokal yang melatarbelakani sebuah makalah, dan tingkat sains yang dikuasai penulis atau yang tersedia fasilitasnya di perguruan tinggi sebagai dasar dari penulisan suatu makalah. Di sini saya juga menekankan bahwa penunjau (reviewer) tidak boleh dipengaruhi oleh perspektif umum ketertinggalan suatu bangsa dalam sains dan menggunakannya untuk menilai suatu makalah. Peninjau perlu melihat pula sumbangsih makalah kepada kebutuhan atau masalah lokal. Tidak semua makalah ditulis untuk menyelesaikan masalah dunia.

Saya akan menuliskan tinjauan umum dalam Bahasa Inggris dan Indonesia, dan menuliskan komentar spesifik di beberapa lokasi menggunakan Bahasa Indonesia.

**Komentar umum
**
    Makalah ini sangat penting untuk kondisi Indonesia saat ini yang secara terus-menerus didera bencana alam, karena itu makalah ini perlu diekspos di media. Dihubungkan dengan krisis tsunami Selat Sunda saat ini, produk ini sangat relevan dan dibutuhkan.
    Pengujian lebih lanjut pada berbagai lingkungan lokal akan meningkatkan disain tenda, pemilihan material dan teknik mendirikannya. Teknik mendirikan tenda juga perlu menjadi salah satu variabel uji mengingat lahan terdampak tsunami biasanya akan tertutup lapisan lumpur tebal yang lunak.
    Kerjasama dengan peneliti dengan latar belakang ilmu material akan sangat baik untuk meningkatkan spesifikasi tenda versi selanjutnya.  

**Komentar spesifik
**
**    Metode:**
        Tim penulis perlu memasukkan proses seleksi material secara lebih rinci ke dalam makalah, karena ini adalah bagian terpenting, menurut saya. Fakta bahwa dokumen ini berdasarkan riset multi tahun perlu ditekankan oleh tim penulis, salah satunya adalah dengan menyitir dokumen sebelumnya dan mengunggahnya secara daring sebagai material pendukung. 

**    Pengembangan lebih lanjut:
**        Makalah ini perlu dikembangkan dengan menambahkan variabel kondisi lapangan lokal ke tahap pemilihan bahan dan teknik mendirikannya di lokasi.
        Tim penulis juga perlu menguji material, disain, dan teknik mendirikannya berdasarkan standar tenda yang saat ini ada: misal dari UNHCR (United Nations High Commissioner for Refugees), IFRC (International Federation of Red Cross). Bilamana SNI (Standar Nasional Indonesia) atau BNPB dan Basarnas telah memiliki standar serupa, saya mendorong tim penulis untuk menggunakannya.
        Untuk memberikan informasi lebih banyak kepada pembaca, saya menyarankan tim penulis untuk mengunggah dokumen/laporan sebelumnya dan material tambahan lainnya ke server OSF (karena OSF membolehkan unggahan berbagai jenis dokumen dan format).
        Akan sangat menarik bila tim penulis dapat menguji tenda langsung di lokasi terdampak bencana dan mengundang lembaga terkait untuk memberikan tinjauan (misal dari BNPB atau Basarnas).
        Berbagai komparasi dengan tenda yang saat ini ada dan digunakan oleh BNPB/Basarnas akan sangat strategis untuk ditambahkan ke dalam makalah selanjutnya. Berbagai kelebihan dan kekurangan disain tenda ini perlu dieksplorasi untuk meningkatkan kualitas tenda versi selanjutnya.
        Saya menyarankan kerjasama antara tim penulis dengan ahli material untuk meningkatkan kualitas tenda versi berikutnya.

**Komentar penutup**

Dengan mempublikasikan riset ini dalam Bahasa Indonesia, tim penulis menekankan untuk berkontribusi secara langsung kepada masyarakat, alih-alih, mengejar reputasi personal dengan mempublikasikannya di jurnal internasional.",2018-12-29T23:56:05Z,https://osf.io/preprints/inarxiv/t9y6u/,t9y6u,acct:dasaptaerwin@hypothes.is,TkYdGgvFEemdz--olKwhjw,https://hypothes.is/api/annotations/TkYdGgvFEemdz--olKwhjw,https://hypothes.is/a/TkYdGgvFEemdz--olKwhjw,https://hyp.is/TkYdGgvFEemdz--olKwhjw/osf.io/preprints/inarxiv/t9y6u/
2018-12-29T23:43:41Z,"**Notes from reviewer**

I choose to review an article from Indonesia and written by Indonesians to show international readers the diversity of science, language, local context as the  background of the paper, and the level of science that plays as the basis of the papers. Here I also point out that reviewers should not be influenced by common perspective on the level of science in SE Asia (especially Indonesia) and then use that measurement to assess the paper, rather, the reviewers should understand the benefits of the paper for local problems. Not all papers were written to solve the world's largest problem.    

I will be writing the overview of the comment in English and Indonesian language and write more specific comments in various locations only in Indonesian language.   

**General comment**

* This paper is very important to the current situation in Indonesia, which suffering from many and continuous geohazards, hence this paper should be properly exposed in Indonesian media, concerning current tsunami situations.

* More testing in various local environments should be conducted to improve the tent's design and how to set it up under eg: soft ground after tsunami.  

**Specific comments**

* Methods: 

 ** the author should include the material selection process in the method, because this is the most important bit in this paper. The fact that this was a multi years project should be pointed out in form of citation to the previous documents. 

* Future development: 

 **this article should be developed further by including the variability of local condition to the material selection process.

 ** the authors should also test the material and design with the existing standards for shelters, eg: from [UNHCR (United Nations High Commissioner for Refugees)](https://emergency.unhcr.org/entry/254351/shelter-solutions), [IFRC (International Federation of Red Cross)](https://www.ifrc.org/PageFiles/95526/publications/D.03.a.07.%20IFRC%20shelter-kit-guidelines-EN-LR.pdf).

 ** to give more information, I suggest the authors to upload the previous documents/reports and all suplementary materials to the [OSF](osf.io) (since the OSF allows them to upload multiple files in various formats).

 ** it would be interesting as well to test out the tent in the field and share the comments from the authorities (eg [BNPB](https://bnpb.go.id) or [Basarnas](http://www.basarnas.go.id)).


**Closing comment**

By publishing this research in Indonesian language, the authors have made their main point to directly contribute to the society instead of only chasing their fame by publishing it in international journal. ",2018-12-29T23:24:21Z,https://osf.io/preprints/inarxiv/t9y6u/,t9y6u,acct:dasaptaerwin@hypothes.is,30kZ6AvAEemrFqcc4_UCzg,https://hypothes.is/api/annotations/30kZ6AvAEemrFqcc4_UCzg,https://hypothes.is/a/30kZ6AvAEemrFqcc4_UCzg,https://hyp.is/30kZ6AvAEemrFqcc4_UCzg/osf.io/preprints/inarxiv/t9y6u/
2018-12-28T16:40:36Z,"Full editorial history can be found here:
https://osf.io/ayuxz/",2018-12-28T16:40:36Z,https://psyarxiv.com/hv3rm/,hv3rm,acct:Rickard.Carlsson@hypothes.is,TStkeAq_EemMfkv4abW9ZA,https://hypothes.is/api/annotations/TStkeAq_EemMfkv4abW9ZA,https://hypothes.is/a/TStkeAq_EemMfkv4abW9ZA,https://hyp.is/TStkeAq_EemMfkv4abW9ZA/psyarxiv.com/hv3rm/
2018-12-21T13:00:59Z,"I don't mean to emphasise speedy eval here too much as being the end-goal. It is more that I want to highlight that being methodical does not *have* to be arduous and involved. 

It's tough to estimate, because I was writing the paper up and doing other research master courses at the same time as I was doing it. If we are talking about going from the very start, downloading the articles to having the finished results (usable personally, but not written up), I would say a few days of solid work. The time investment is flexible though, because one can determine for oneself how wide to cast the net in the first case. While I would recommend casting the net wide, I can see situations where using BFs and a following qual assessment on a handful of papers if you've already got some in mind and would like to be more methodical about your selection to a final target could be justifiable. In such a case, the execution could be very fast, esp given that we provide the code with which to do the reanalysis. ",2018-12-21T13:00:09Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,WJ64GAUgEem49PuNNJNX0w,https://hypothes.is/api/annotations/WJ64GAUgEem49PuNNJNX0w,https://hypothes.is/a/WJ64GAUgEem49PuNNJNX0w,https://hyp.is/zcPocASZEemBgB-VSE6_Pw/psyarxiv.com/h7js8
2018-12-21T12:51:44Z,Definitely. Suggestions about this would be a good addition to this section. ,2018-12-21T12:51:44Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,K4TPsgUfEemy5sctHQZbVQ,https://hypothes.is/api/annotations/K4TPsgUfEemy5sctHQZbVQ,https://hypothes.is/a/K4TPsgUfEemy5sctHQZbVQ,https://hyp.is/qQQA2ASZEem7cBOnXmGAWw/psyarxiv.com/h7js8
2018-12-21T12:50:56Z,"I don't disagree, but I do think that it's a little outside of the scope of the method we demonstrate to delve into the adequacy of other groups' methodology. I understand the criticisms of self-report, but if I were to engage on this point, I would err on the side of (for instance) recommending possibilities for extension of the approach involving objective tests of behaviour. But again, I think that although you make an important point, the discussion is a tad 'rabbit-hole-y' and is outside of what we are trying to do with this particular article.",2018-12-21T12:50:56Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,DrpYUgUfEemy5c-06vHEEg,https://hypothes.is/api/annotations/DrpYUgUfEemy5c-06vHEEg,https://hypothes.is/a/DrpYUgUfEemy5c-06vHEEg,https://hyp.is/hSie7gSZEem-gItGnfv5Fg/psyarxiv.com/h7js8
2018-12-21T12:45:22Z,I like this idea very much.,2018-12-21T12:45:22Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,R_jBSgUeEemcUnfgTd5gZw,https://hypothes.is/api/annotations/R_jBSgUeEemcUnfgTd5gZw,https://hypothes.is/a/R_jBSgUeEemcUnfgTd5gZw,https://hyp.is/ClygogSZEem4ENe9_AGeZg/psyarxiv.com/h7js8
2018-12-21T12:45:06Z,"I agonized a little about this. I find the approaches of some metascience groups needlessly destructive, and wanted to try to get the reader to focus on the method rather than the articles we used in its demonstration. We originally had named and cited the papers, but changed to a numbered list so the articles featured in the demonstrations were less prominent. There's probably a sweet spot for being concise and practical without pointing fingers or being destructive, but I haven't found it yet. ",2018-12-21T12:45:06Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,PolOQAUeEemXb39OOb6O-w,https://hypothes.is/api/annotations/PolOQAUeEemXb39OOb6O-w,https://hypothes.is/a/PolOQAUeEemXb39OOb6O-w,https://hyp.is/RT-3RgSYEemQdNfEEjZkJw/psyarxiv.com/h7js8
2018-12-21T12:41:13Z,"I don't think so. No one strong original result in favour of a given hypothesis is the entire story. The same goes for replications, even if we are talking about a pure replication. Although one compelling replication helps clear up the view, it would be remiss to keep it at that. I think one possible exception though is if one were to conduct a replication using the 'robust tests of theory' approach as Baribault and colleagues describe: https://osf.io/g84py/.",2018-12-21T12:41:13Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,s4t9LAUdEem7oYuebM14dA,https://hypothes.is/api/annotations/s4t9LAUdEem7oYuebM14dA,https://hypothes.is/a/s4t9LAUdEem7oYuebM14dA,https://hyp.is/LPE0xgSYEem7brO2RiWWfw/psyarxiv.com/h7js8
2018-12-21T12:33:17Z,"Our choice to stick with sig. results could have done with some justification. We have two reasons: 1. Although IMO stat. sig. is hardly diagnostic of a true effect, the lack of stat. sig. being related to no effect is even more complicated. I don't even know what it would mean if one were to try to replicate a non sig. result (I would argue that the case is different if one were to try to replicate, for instance, a study with a strong pro-null BF result, but I won't get into that here). Using sig. main hypothesis t-test results were ideal for us to introduce/demonstrate our method in a straightforward way. 2. It is rare for people to report null results for their primary hypotheses. If I recall correctly, none of the authors did so for the 2015/2016 psych sci articles I searched through (that is, no single results were reported that were null, though once or twice I saw cases where there was a mix of sig. and non sig.). If we were to only look at these, we'd have had basically no data. 

I think reanalyzing a mixture of results (both sig. and non sig.) would have made the demonstration more complex than we would want it to be. ",2018-12-21T12:23:40Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,P7p9-gUbEem3VRfTq2kRgQ,https://hypothes.is/api/annotations/P7p9-gUbEem3VRfTq2kRgQ,https://hypothes.is/a/P7p9-gUbEem3VRfTq2kRgQ,https://hyp.is/jIX30gRcEemd3OOAhmKG8Q/psyarxiv.com/h7js8
